date,Archer-Daniels-Midland,Automatic Data Processing,Analog Devices
7/22/2016,43.72,95.44,60.4
7/25/2016,43.6,95.29,60.53
7/26/2016,43.87,95.72,62.8725
7/27/2016,43.9,94.93,63.33
7/28/2016,44.94,91.73,64.22
7/29/2016,45.08,88.95,63.83
8/1/2016,44.24,88.67,63.98
8/2/2016,43.45,87.97,62.84
8/3/2016,43.93,88.19,62.87
8/4/2016,43.74,88.41,63.34
8/5/2016,44.45,89.67,63.69
8/8/2016,44.52,89.44,63.44
8/9/2016,44.38,89.97,63.82
8/10/2016,44.31,90.04,63.79
8/11/2016,43.93,90.4,64.14
8/12/2016,44.08,90.13,64.24
8/15/2016,43.77,90.35,65.27
8/16/2016,43.47,89.56,64.88
8/17/2016,43.63,89.33,64.2
8/18/2016,43.57,89.83,64.13
8/19/2016,43.48,89.85,64.14
8/22/2016,43.8,89.91,63.84
8/23/2016,44.12,89.98,63.8
8/24/2016,43.32,89.68,62.7
8/25/2016,42.56,89.77,62.72
8/26/2016,42.39,89.79,62.96
8/29/2016,42.84,89.59,62.89
8/30/2016,43.21,89.79,62.9
8/31/2016,43.76,89.81,62.56
9/1/2016,43.14,90.63,63.06
9/2/2016,43.82,90.39,63.15
9/6/2016,43.94,89.86,62.73
9/7/2016,44.02,89.96,61.65
9/8/2016,43.24,89.47,61.41
9/9/2016,42.02,86.57,59.62
9/12/2016,42.96,88.14,60.62
9/13/2016,42,86.69,60.45
9/14/2016,41.98,86.69,60.92
9/15/2016,42.28,87.48,62.65
9/16/2016,42.03,86.75,62.05
9/19/2016,42.18,86.56,62.46
9/20/2016,42.15,87.79,62.34
9/21/2016,42.81,88.88,63.3
9/22/2016,42.98,89.46,63.68
9/23/2016,42.47,88.47,63.23
9/26/2016,41.9,88.19,62.28
9/27/2016,41.89,88.95,63.81
9/28/2016,41.85,87.45,63.93
9/29/2016,41.53,87.21,63.74
9/30/2016,42.17,88.2,64.45
10/3/2016,42.9,87.63,64.25
10/4/2016,42.79,87.17,64.24
10/5/2016,43.27,87.58,64.68
10/6/2016,43.16,87.56,64.74
10/7/2016,42.65,87.37,64.42
10/10/2016,43.27,87.77,63.35
10/11/2016,42.34,86.09,62.1
10/12/2016,42.39,86.87,61.19
10/13/2016,42.25,86.89,60.71
10/14/2016,42.13,87.56,62.06
10/17/2016,41.85,87.24,61.7
10/18/2016,41.98,87.38,62.14
10/19/2016,42.22,87.43,61.91
10/20/2016,42.18,86.84,63.47
10/21/2016,42.32,86.72,62.91
10/24/2016,42.51,87.67,64.02
10/25/2016,42.53,87.5,64.06
10/26/2016,43.28,87.19,63.44
10/27/2016,43.08,86.66,63.27
10/28/2016,43.59,87.16,63.53
10/31/2016,43.57,87.06,64.1
11/1/2016,46.75,86.92,63.6
11/2/2016,47.26,89.98,63.66
11/3/2016,47.43,89.33,63.85
11/4/2016,46.92,89.08,63.43
11/7/2016,47.05,90.6,64.36
11/8/2016,47.72,91.15,64.85
11/9/2016,46.28,90.9,64.97
11/10/2016,45.18,91.39,64.25
11/11/2016,41.73,91.08,65.32
11/14/2016,42.88,91.89,66.46
11/15/2016,43.49,92.34,68.21
11/16/2016,43.26,93.27,67.88
11/17/2016,43,94.38,68.21
11/18/2016,43.49,94.39,68.47
11/21/2016,43.65,95.59,69.82
11/22/2016,43.51,96.39,72.89
11/23/2016,43.25,96.65,73.59
11/25/2016,43.55,96.92,74.2
11/28/2016,43.11,96.57,74.16
11/29/2016,42.77,97.04,74.53
11/30/2016,43.23,96.02,74.24
12/1/2016,44.31,95.77,69.01
12/2/2016,44,95.24,70.11
12/5/2016,43.9,96.05,70.6
12/6/2016,44.68,96,71
12/7/2016,45.2,97.57,72.94
12/8/2016,45.97,98.19,73.88
12/9/2016,46.56,98.22,73.14
12/12/2016,47.02,98.06,72.9
12/13/2016,46.4,98.4,73.1
12/14/2016,45.59,97.69,72.54
12/15/2016,45.74,98.76,73.61
12/16/2016,46.51,100.85,72.09
12/19/2016,46.07,101.09,72.81
12/20/2016,46.22,102.33,73.4
12/21/2016,46.13,102.47,73.6
12/22/2016,45.18,102.6,73.45
12/23/2016,45.15,102.93,73.84
12/27/2016,45.65,103.31,74.31
12/28/2016,45.34,103.05,73.56
12/29/2016,45.36,103.45,73.58
12/30/2016,45.65,102.78,72.62
1/3/2017,46.19,103.5,72.505
1/4/2017,46.11,103.66,72.36
1/5/2017,45.77,103.04,71.32
1/6/2017,44.72,103.11,71.6
1/9/2017,44.75,102.47,71.94
1/10/2017,44.46,102.2,72.35
1/11/2017,44.01,103.2,72.62
1/12/2017,43.44,103.8,72.22
1/13/2017,43.56,103.77,72.67
1/17/2017,44.69,103.07,72.28
1/18/2017,44.95,102.91,73.01
1/19/2017,44.5,102.97,72.44
1/20/2017,44.73,103.24,72.88
1/23/2017,44.71,102.2,72.78
1/24/2017,44.66,103.24,73.51
1/25/2017,45.2,102.7,74.54
1/26/2017,44.55,102.04,74.2
1/27/2017,44.52,101.71,76.93
1/30/2017,44.13,101.97,76.28
1/31/2017,44.26,100.99,74.94
2/1/2017,43.77,95.25,76.17
2/2/2017,43.99,96.32,75.23
2/3/2017,43.99,96.87,75.52
2/6/2017,44.02,96.47,75.53
2/7/2017,44.59,96.29,76.31
2/8/2017,43.46,96.58,77.48
2/9/2017,43.54,97.65,76.51
2/10/2017,43.83,97.82,76.53
2/13/2017,43.71,98.58,77.92
2/14/2017,43.73,99.44,77.84
2/15/2017,44.47,99.65,81.6
2/16/2017,44.1,99.88,81.97
2/17/2017,44.69,99.68,82.48
2/21/2017,44.81,99.22,82.82
2/22/2017,44.72,100.42,82.06
2/23/2017,45.09,101.64,81.61
2/24/2017,45.26,103,81.68
2/27/2017,45.37,102.7,82.28
2/28/2017,46.97,102.62,81.93
3/1/2017,46.51,104.53,83.76
3/2/2017,45.48,104.07,83.65
3/3/2017,45.2,104.5,83.18
3/6/2017,44.76,104.95,83.85
3/7/2017,44.46,104.27,83.41
3/8/2017,43.99,103.71,83.48
3/9/2017,44.42,103.4,83.17
3/10/2017,45.04,104.55,82.2
3/13/2017,44.7,104.84,82.76
3/14/2017,44.67,103.97,83.68
3/15/2017,45.01,104.67,83.51
3/16/2017,44.85,104.25,82.72
3/17/2017,44.72,105.11,83.26
3/20/2017,44.85,104.45,82.9
3/21/2017,44.95,103.12,81.8
3/22/2017,45.61,103.68,82.12
3/23/2017,45.61,103.52,81.54
3/24/2017,45.58,103.38,81.64
3/27/2017,45.35,102.91,81.4
3/28/2017,45.72,103.28,82.2
3/29/2017,46.24,102.13,81.91
3/30/2017,46.11,102.17,82.2
3/31/2017,46.04,102.39,81.95
4/3/2017,45.8,101.27,81.24
4/4/2017,45.41,101.45,81.24
4/5/2017,45.26,101.93,80.04
4/6/2017,45.25,101.75,80.32
4/7/2017,44.89,102.19,80.01
4/10/2017,44.99,102.14,79.33
4/11/2017,44.54,102.09,78.08
4/12/2017,44.65,101.95,76.87
4/13/2017,44.28,101.26,76.51
4/17/2017,44.68,101.86,76.39
4/18/2017,45.41,101.93,77.41
4/19/2017,44.6,102.07,76.99
4/20/2017,44.9,103.04,78.66
4/21/2017,44.81,102.69,77.63
4/24/2017,45.38,104.14,79.22
4/25/2017,45.58,105.01,79.35
4/26/2017,45.27,104.86,77.98
4/27/2017,45.78,105.16,77.85
4/28/2017,45.75,104.49,76.2
5/1/2017,45.73,103.97,76.22
5/2/2017,41.67,104.01,75.51
5/3/2017,41.31,97.51,75.6
5/4/2017,42.4,99.1,75.66
5/5/2017,42.43,99.29,75.79
5/8/2017,42.96,96.7,76.38
5/9/2017,42.36,97.08,78.5
5/10/2017,42.29,96.63,79.03
5/11/2017,42.03,96.46,78.44
5/12/2017,41.96,97.17,78.63
5/15/2017,42.14,98.45,80.21
5/16/2017,41.9,98.32,81.05
5/17/2017,41.52,97.3,78.42
5/18/2017,41.31,98.35,80.48
5/19/2017,41.5,98.62,81.24
5/22/2017,41.5,99.45,82.09
5/23/2017,43.04,99.53,81.96
5/24/2017,42.55,99.98,82.12
5/25/2017,42.62,101.16,82.34
5/26/2017,42.45,101.35,82.81
5/30/2017,42.11,101.53,84.8
5/31/2017,41.58,102.37,85.76
6/1/2017,41.82,103.35,82.21
6/2/2017,42.22,100.98,80.91
6/5/2017,41.94,101.1,78.75
6/6/2017,41.95,101.2,80.1
6/7/2017,41.91,100.94,80.83
6/8/2017,42.01,100.77,82.44
6/9/2017,42.02,100.11,78.6
6/12/2017,42.43,101.54,79.74
6/13/2017,42.36,101.87,81.23
6/14/2017,42.05,101.25,80.94
6/15/2017,42.36,102.17,79.75
6/16/2017,42.56,103.49,80.04
6/19/2017,42.44,104.11,80.37
6/20/2017,41.48,102.48,79.2
6/21/2017,41.25,102.5,79.98
6/22/2017,41.03,101.91,81.32
6/23/2017,41.16,101.41,81.55
6/26/2017,41.3,102.21,80.57
6/27/2017,41,101.5,78.14
6/28/2017,41.14,102.68,79.2
6/29/2017,40.63,101.46,77.74
6/30/2017,41.38,102.46,77.8
7/3/2017,41.46,102.42,76.11
7/5/2017,41.8,104.07,77.74
7/6/2017,41.1,103.44,77.33
7/7/2017,41.24,105.14,78.47
7/10/2017,40.81,103.66,78.73
7/11/2017,40.29,101.84,79.86
7/12/2017,40.9,102.5,80.37
7/13/2017,41.38,101.63,80.27
7/14/2017,41.48,101.35,81.55
7/17/2017,41.6,101.7,81.09
7/18/2017,41.18,101.305,81.14
7/19/2017,41.28,102.75,80.37
7/20/2017,41.42,103.34,80.85
7/21/2017,41.26,104.58,78.96
7/24/2017,41.38,103.54,78.75
7/25/2017,41.96,103.18,79.52
7/26/2017,41.71,105.98,80.72
7/27/2017,41.78,115.63,79.55
7/28/2017,41.78,117.38,79.24
7/31/2017,42.18,118.91,79.01
8/1/2017,42.59,116.78,78.95
8/2/2017,42.49,115.25,78.82
8/3/2017,42.62,111.77,77.94
8/4/2017,42.59,111.39,77.78
8/7/2017,42.44,112.17,78.87
8/8/2017,42.24,108.51,78.97
8/9/2017,42.49,109.66,77.98
8/10/2017,42.12,108.9,76.83
8/11/2017,41.26,108.81,78.04
8/14/2017,41.95,109.69,79.9
8/15/2017,42.05,111.58,79.96
8/16/2017,42.15,111.1,80.06
8/17/2017,41.67,104.68,77.56
8/18/2017,41.27,104.41,77.74
8/21/2017,41.56,102.89,77.7
8/22/2017,41.72,103.72,79.17
8/23/2017,41.77,103.46,79.07
8/24/2017,41.08,104.59,79.27
8/25/2017,41.75,104.59,78.97
8/28/2017,41.77,104.76,79.44
8/29/2017,41.74,105.12,79.55
8/30/2017,41.86,105.93,83.72
8/31/2017,41.32,106.47,83.67
9/1/2017,42.2,107.35,84.38
9/5/2017,41.94,106.43,83
9/6/2017,42.4,108.05,82.51
9/7/2017,42.59,108.92,81.1
9/8/2017,42.37,108.41,80.44
9/11/2017,42.79,107.5,82.22
9/12/2017,43.21,107.92,82.15
9/13/2017,43.29,107.2,82.06
9/14/2017,43.45,106.79,82.34
9/15/2017,43.84,106.78,83.84
9/18/2017,44.09,106.55,85.17
9/19/2017,43.89,107.48,85.24
9/20/2017,43.32,106.83,83.69
9/21/2017,43.29,106.79,84.24
9/22/2017,43.38,108.16,84.92
9/25/2017,43.57,108.82,83.88
9/26/2017,43.52,108.27,83.91
9/27/2017,43.05,109.64,84.92
9/28/2017,42.75,109.02,85.64
9/29/2017,42.51,109.32,86.17
10/2/2017,42.62,109.32,85.82
10/3/2017,42.72,110.71,85.9
10/4/2017,43.03,111.4,87
10/5/2017,43.35,113.57,87.89
10/6/2017,43,113.48,87.87
10/9/2017,42.61,113.57,87.71
10/10/2017,43.01,114.11,87.99
10/11/2017,43.29,113.09,88.57
10/12/2017,43.44,113.59,88.83
10/13/2017,44,113.86,89.06
10/16/2017,43.7,114.58,88.83
10/17/2017,43.67,113.72,88.94
10/18/2017,43.31,113.93,89
10/19/2017,43.31,114.62,88.8
10/20/2017,43.49,115.93,88.93
10/23/2017,43.57,117.01,88.77
10/24/2017,43.73,116.46,90.29
10/25/2017,43.49,116.34,89.86
10/26/2017,43.01,117.3,90.56
10/27/2017,43.07,118.25,91.21
10/30/2017,42.81,116.98,91.32
10/31/2017,40.87,116.26,91.3
11/1/2017,40.62,115.4,90.99
11/2/2017,40.16,114.34,90.79
11/3/2017,39.78,112.24,91.81
11/6/2017,39.27,111.33,92.28
11/7/2017,39.54,112.75,91.9
11/8/2017,39.8,112.59,92
11/9/2017,39.6,111.97,89.7
11/10/2017,39.93,111.09,89.59
11/13/2017,39.74,111.53,90.03
11/14/2017,39.79,112.08,90.44
11/15/2017,38.96,110.66,89.16
11/16/2017,39.19,111.03,90.48
11/17/2017,39.42,111.06,90.42
11/20/2017,39.2,110.53,93.07
11/21/2017,39.34,110.56,90.19
11/22/2017,39.24,110.21,88.65
11/24/2017,39.14,110.02,89.15
11/27/2017,39.07,110.14,87.45
11/28/2017,39.09,111.22,87.07
11/29/2017,39.77,113.33,85.66
11/30/2017,39.88,114.46,86.11
12/1/2017,40.83,113.75,85.4
12/4/2017,41.2,114.81,84.79
12/5/2017,40.84,115.68,84.83
12/6/2017,41.22,115.92,85.41
12/7/2017,41.31,115.88,86.11
12/8/2017,41.51,116.02,85.52
12/11/2017,41.9,117.82,85.8
12/12/2017,41.77,117.05,85.48
12/13/2017,40.05,117.02,85.18
12/14/2017,39.57,116.46,85.44
12/15/2017,40.56,118.19,86.69
12/18/2017,40.22,118.64,88.09
12/19/2017,40.13,118.34,87.95
12/20/2017,39.87,117.86,88.65
12/21/2017,40.09,117.4,88.65
12/22/2017,40.19,116.88,88.85
12/26/2017,40.26,117.57,88.63
12/27/2017,40.24,117.26,89.1
12/28/2017,40.27,117.31,89.38
12/29/2017,40.08,117.19,89.03
1/2/2018,40.09,115.99,90.28
1/3/2018,39.78,117.25,91.4
1/4/2018,40.45,118.37,91.3
1/5/2018,40.18,118.3,91.67
1/8/2018,40.09,117.94,91.83
1/9/2018,40.22,118.76,91.64
1/10/2018,39.91,117.65,90.11
1/11/2018,40.56,117.18,91.19
1/12/2018,40.5,118.47,92.02
1/16/2018,40.78,119.39,93.1
1/17/2018,40.91,122.05,95.57
1/18/2018,40.48,120.9,97.24
1/19/2018,40.96,121.44,96.14
1/22/2018,42.75,122.77,96.65
1/23/2018,42.61,122.1,96.47
1/24/2018,42.84,120.86,95.34
1/25/2018,42.89,120.63,91.98
1/26/2018,43.59,122.33,93.84
1/29/2018,43.11,120.76,93.78
1/30/2018,42.48,120.81,91.55
1/31/2018,42.95,123.63,91.88
2/1/2018,42.46,120.42,91.65
2/2/2018,41.43,118.57,89.11
2/5/2018,40.6,114.07,85.4
2/6/2018,42,112.95,88.54
2/7/2018,42.19,113.56,85.35
